time,open,high,low,close,volume,rsi,macd,macd_hist,bb_upper,bb_lower,bb_pct,ema20,ema50,atr,vol_ratio
2025-03-22 02:00:00,1974.7,1986.87,1973.55,1986.04,12589.014,54.942745106628166,2.465470433416158,-1.8213557045754563,1994.147433443938,1952.9475665560617,0.8032169990742408,1974.2182171651702,1965.4024,20.753905260983462,0.5040307634443989
2025-03-22 04:00:00,1986.07,1990.89,1983.92,1987.71,12556.3787,55.611235703353124,3.3945877374492284,-0.7137907204339085,1994.4669530463525,1952.8010469536475,0.8378301666758785,1975.5031488637255,1966.2772078431371,19.769340599484647,0.5185362317785959
2025-03-22 06:00:00,1987.7,1993.1,1983.23,1984.23,9476.1501,53.8193253476043,3.8062370470199767,-0.2417131286905283,1995.583348979083,1952.8906510209172,0.7340681305686511,1976.3342775433707,1966.9812389081121,19.062244842378593,0.4353069077559403
2025-03-22 08:00:00,1984.22,2006.61,1981.68,1993.78,24434.8912,57.83462965022883,4.847201753412719,0.6394012621617708,1998.3641684653203,1952.3998315346794,0.9002668422643033,1977.9957749201926,1968.0321707156372,19.48137021078011,1.2532482900371595
2025-03-22 10:00:00,1993.78,2000.2,1987.52,1990.41,18193.3413,55.98476784585115,5.338701717071899,0.9047209806567604,2000.1036712026232,1952.2263287973763,0.7975311344440708,1979.1780820706504,1968.9097326483575,18.99555805286725,0.943865164516049
2025-03-22 12:00:00,1990.41,1997.75,1985.08,1990.23,15688.1129,55.88195433252297,5.648581156211321,0.9716803358369459,2001.5654162350593,1952.0605837649405,0.7710240461494071,1980.2306456829695,1969.7458215641082,18.543732477662452,0.8088191080905925
2025-03-22 14:00:00,1990.22,1992.86,1981.12,1986.29,14177.5505,53.56319746662999,5.512690903044586,0.6686320661361682,2001.8634151419778,1952.012584858022,0.6875996838313434,1980.8077270464962,1970.3946128753196,18.05775158640085,0.7319134592511198
2025-03-22 16:00:00,1986.29,1994.39,1982.52,1992.66,11274.0732,56.69201003968229,5.851549640272424,0.805992642691205,2001.5546138630084,1952.1593861369915,0.8199296921487123,1981.93651494683,1971.2677653115816,17.61576933022937,0.5948000894205485
2025-03-22 18:00:00,1992.65,2000.0,1991.0,1995.94,10007.9952,58.25182759186823,6.312005350177287,1.0131586820768543,2003.8788257496403,1951.6121742503606,0.8481091571410564,1983.2701801899889,1972.2353039268137,17.000357235212988,0.5373339198673058
2025-03-22 20:00:00,1995.95,2004.3,1984.0,1986.23,12617.9567,52.25200009350764,5.826242668761779,0.4219168005290763,2004.6855647956854,1951.9854352043153,0.6498003906482313,1983.5520677909424,1972.784115537527,17.236046004126344,0.6788439518226473
2025-03-22 22:00:00,1986.23,1990.13,1974.78,1980.69,12114.0219,49.142021198761206,4.937326121570095,-0.37359979733008686,2004.8904895725675,1952.1715104274333,0.5409529933054275,1983.2794899060907,1973.09415022233,17.101328432403044,0.6648938399092856
2025-03-23 00:00:00,1980.68,1998.75,1976.81,1998.04,14199.9156,57.64438873232352,5.56866129261266,0.20618829896998214,2007.3201023000702,1952.6258976999306,0.8303275023758817,1984.6852527721774,1974.0724188410622,17.446947830088543,0.7977654091774494
2025-03-23 02:00:00,1998.04,2008.73,1993.07,2008.31,16452.7064,61.72352625263553,6.819095842089155,1.1652982787571808,2011.413079583535,1952.6829204164655,0.9471637804571983,1986.9352286986366,1975.4150690825893,17.31930869936794,0.9354597898897531
2025-03-23 04:00:00,2008.32,2008.62,1992.08,1999.67,63059.5834,56.77010699550998,7.031839767267684,1.102433763148568,2011.2538012081689,1957.556198791832,0.7842771243610581,1988.1480640606712,1976.3662428440564,17.26364379227023,3.425836847030036
2025-03-23 06:00:00,1999.67,2019.8,1997.17,2008.04,21663.2332,60.10987397295208,7.7860768622963406,1.4853366865417792,2011.0324263466869,1963.5125736533137,0.9370278698884897,1990.0425341501311,1977.608350967819,17.646954949965206,1.1852457819588313
2025-03-23 08:00:00,2008.04,2016.25,2005.72,2014.25,16676.6413,62.429056511163914,8.783657755981949,1.9863340641819098,2014.5296277658065,1964.5593722341944,0.994404115751828,1992.3480070882138,1979.0452783808457,17.13860102496769,0.9416669149933432
2025-03-23 10:00:00,2014.26,2020.74,2002.9,2008.01,23769.6016,58.73387439753364,8.967361786579204,1.7360304758233314,2016.3977749921658,1966.099225007835,0.8332402227344772,1993.8396254607649,1980.181149816891,17.18870095175571,1.3424780244524506
2025-03-23 12:00:00,2008.01,2020.0,2004.81,2018.49,17949.0101,62.72444144293011,9.845108684778324,2.091021899217961,2020.0284664499486,1966.918533550052,0.9710324158599795,1996.1872801787872,1981.683457667209,17.045936598058876,1.0047873899279274
2025-03-23 14:00:00,2018.5,2020.2,2002.52,2007.06,23815.0469,56.32672420024514,9.508812280977054,1.4037803963333513,2019.293066156079,1971.7849338439219,0.7425058498258691,1997.222777304617,1982.6786161900636,17.091226841054677,1.2930005814861643
2025-03-23 16:00:00,2007.06,2008.23,1987.5,1992.95,24414.8435,49.60093066859294,8.011385613827997,-0.07491701665256478,2018.1479719664164,1974.7550280335847,0.4193071572783692,1996.8158461327487,1983.0814155551593,17.351139209550773,1.3016735048561932
2025-03-23 18:00:00,1992.96,1999.5,1989.99,1996.3,12863.2264,51.094045644346245,7.0141267080691705,-0.8577407379291131,2018.1024454013273,1975.8265545986737,0.48428182144990223,1996.7667179296297,1983.5997914157413,16.791057837440004,0.6852999329988194
2025-03-23 20:00:00,1996.3,2000.71,1986.07,1995.06,13403.8111,50.49769207113756,6.053948058736069,-1.4543355098097726,2018.0437597920657,1976.6202402079355,0.44515193245744755,1996.604173364903,1984.049211360222,16.637410849051438,0.7124916992902723
2025-03-23 22:00:00,1995.07,2006.68,1980.77,2005.99,20439.9038,55.4352087006824,6.10458931001358,-1.1229554068258096,2018.510659783251,1978.32934021675,0.6883960029603056,1997.4980616158648,1984.909634444135,17.29973864554777,1.055737984879076
2025-03-24 00:00:00,2005.99,2021.39,1977.67,1980.7,35315.2685,44.400022512841204,4.0572616372537595,-2.5362264636685046,2019.2928687922795,1976.2391312077216,0.10361165005749566,1995.8982462238778,1984.7445507404434,19.186900170865787,1.7742093556925065
2025-03-24 02:00:00,1980.71,2017.28,1978.49,2014.48,44077.469,56.776773651776914,5.101694239652716,-1.1934350890156393,2021.435650889494,1976.5033491105073,0.8451970939813545,1997.667937059699,1985.9106467898378,20.587121587232513,2.079224114065886
2025-03-24 04:00:00,2014.49,2054.19,2014.49,2048.88,62327.236,65.25818342928731,8.606002469570512,1.8486985127217253,2033.1569641362446,1970.6470358637564,1.2515286179055738,2002.5452763873466,1988.3800331902364,21.953041473858764,2.648733838252172
2025-03-24 06:00:00,2048.89,2079.58,2048.89,2069.16,61098.488,69.10682606286835,12.871246781106265,4.891154259405981,2048.5380452161603,1963.5529547838407,1.2426537958474313,2008.889535779028,1991.5478750259135,22.577824225725983,2.361111575755791
2025-03-24 08:00:00,2069.18,2096.32,2068.77,2094.3,48522.161,73.0869770814228,18.0717516202742,8.073327278859132,2068.563649583232,1953.691350416768,1.2240431383677042,2017.0238657048349,1995.5773701229366,22.932979638174142,1.7492141336762685
2025-03-24 10:00:00,2094.3,2104.11,2087.48,2092.77,34184.4516,72.47499870336604,21.81822405414914,9.455839770187259,2083.459137727866,1948.4788622721337,1.068979428592049,2024.2377832567554,1999.38884580439,22.482766806875997,1.1808823205100547
2025-03-24 12:00:00,2092.77,2094.7,2073.47,2082.33,39772.2037,68.27406715642465,23.672033236767447,9.047719162244451,2092.875503714519,1948.6724962854812,0.9268704314664982,2029.7703753275405,2002.6414400865708,22.393283463527712,1.3123566598095895
2025-03-24 14:00:00,2082.33,2102.49,2075.27,2089.77,45375.6943,69.62528901809736,25.448185351505344,8.659097021585879,2101.9731073563244,1950.4828926436755,0.919446233676072,2035.4846252963462,2006.0582463576857,22.738048930418575,1.4193643574195274
2025-03-24 16:00:00,2089.76,2093.71,2067.67,2088.28,34553.0266,68.9915561679744,26.430889312037607,7.713440785694512,2110.08070515654,1951.3992948434607,0.8626133640132974,2040.5127562205037,2009.2826288534627,22.973902578245816,1.0474842046791326
